Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
mmzz,@ttiramissue,2025-06-11T11:33:03.000Z,False,Orang2 banyak yang takut nikah salah satu faktornya karena ekonomi. Banyak yang berpikir buat hidup sendiri aja mahal apalagi buat hidup sekeluarga,0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1929298719188635648/zoUfBMnM_normal.jpg,https://x.com/ttiramissue/status/1932763001859539381,tweet_id:1932763001859539381
dee,@_tequilaaa_,2025-06-11T10:38:34.000Z,False,"indeed. makanya sampe skrg ga kepikiran nikah krn ngebiayain hidup sendiri aja rasanya mahal  apalagi berkeluarga… ah takut. bukanny gapercaya rejeki tp realistis aja, rejeki klo ga diusahain ya sama aja boong ",0,0,0,70,[],[],"['\\U0001f62d', '\\U0001f972']",https://pbs.twimg.com/profile_images/1938982044023083008/s07wW8G7_normal.jpg,https://x.com/_tequilaaa_/status/1932749292852425061,tweet_id:1932749292852425061
shina,@nawrika,2025-06-07T11:18:32.000Z,False,"Mereka gak mau nikah dan punya anak karena jadi korban seksualitas laki2 sengklek gak sih alasan utama mungkin karena biaya hidup mahal. Tapi alasan utama ke 2 takut ketemu laki2 otak sange, ntar kalo dah ada anak jadi pedo, bangsattttt tau ah https://t.co/BOYj9fpjpF",0,0,0,185,[],[],"['\\U0001f62d', '\\U0001f922']",https://pbs.twimg.com/profile_images/1852720123423170560/cT8dYdeC_normal.jpg,https://x.com/nawrika/status/1931309796088824058,tweet_id:1931309796088824058
vee,@bbonaaaaaa,2025-06-05T06:31:21.000Z,False,"Aku skrg pake pembalut yoona. Dia organic gt dan so far ga pernah lecet lg. Cuma menurutku downsidenya dia mahal wkwk
Aku ga berani kak pake menscup, walaupun aku udah nikah. Aku takut ribet bersihinnya terus kalo ga proper malah bikin penyakit. Tp kalo kamu berani coba aja kaaak",0,0,0,163,[],[],[],https://pbs.twimg.com/profile_images/1737769501410856960/9dmBHiq8_normal.jpg,https://x.com/bbonaaaaaa/status/1930512748196270251,tweet_id:1930512748196270251
Bahagiaku,@siskuyyeeeaa,2025-06-03T07:11:43.000Z,False,"Pas aku daftar SNMPTN dulu jga nekat aja padahal mah ketar ketir takut ukt nya mahal, karna aku ya team  kaka2 udh pada nikah 
Alhamdulillah lolos dengan UKT 1jt",0,0,0,50,[],[],['\\U0001f601'],https://pbs.twimg.com/profile_images/1844681194820296704/rkUcM9Cc_normal.jpg,https://x.com/siskuyyeeeaa/status/1929798134533705966,tweet_id:1929798134533705966
Lisa,@Lisaaaaaalovee,2025-05-31T13:02:07.000Z,False,"Bohong nder w aja takut hamil ih.. banyak lho tmn2 ku yg dah nikah pada takut hamil lagi saking... punya bayi tuh mahal (kalo bner2 mau berkualitas ya bukan seadanya) jaga badan, kesehatan pokoknya. Klo kesuburan menurun bukan brarti susah punya anak itu tergantung dri keduanya",0,0,0,406,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1446350308150439938/F7TiP-4Z_normal.jpg,https://x.com/Lisaaaaaalovee/status/1928799148649726018,tweet_id:1928799148649726018
Lisa,@justarchievee,2025-05-29T02:22:23.000Z,False,Ini cewe yg ngomong gini? Jahat bgt seakan akan perempuan itu barang yg bisa dijual beli. Banyak alasan knp perempuan milih nunda nikah cepat. Nikah atau ga nikah value perempuan sama aja kok ga ada yg makin murah atau mahal. Takut bgt malah nemu pasangan yg pola pikirnya gini,0,0,0,537,[],[],[],https://pbs.twimg.com/profile_images/1930189756216029187/XsRVusDd_normal.jpg,https://x.com/justarchievee/status/1927913380691460293,tweet_id:1927913380691460293
Tata,@meandyoul7,2025-05-27T12:30:36.000Z,False,"Kalo menurut aku sih murah banget nder. Aku ga tau finansialnya gimana. Tapi kalo buat seserahan berasa mahal gimana pas udah nikah, takut beli skincare nanti suaminya  keberatan. Tapi kalo sendernya ngerasa ngga masalah ya ngga papa.",0,0,0,141,[],[],[],https://pbs.twimg.com/profile_images/1718206364055695360/4qWnfyl5_normal.jpg,https://x.com/meandyoul7/status/1927341667041902861,tweet_id:1927341667041902861
Ren,@iyenmayia,2025-05-20T06:30:07.000Z,False,"Pengen ih nikah resepsinya di hachi grill wkwkwk... ga usah takut kurang makanannya, gausah dekor2 yang berpuluh2 juta, makan kenyang, tamu senang, kami senang. Ga bekal mahal juga gak sii???",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1757192698744942592/EilZ39Fp_normal.jpg,https://x.com/iyenmayia/status/1924714233746661744,tweet_id:1924714233746661744
riska,@Riska17,2025-05-18T14:42:49.000Z,False,"Mikirin kehidupan dan biaya hidup yg semakin mahal takut banget ga bisa jg ortu yg baik bagi anak, karena dunia ini udah jahat banget. 

Makanya, ga mau nikah dan melahirkan generasi hanya untuk dunia yg jahat!",0,0,0,72,[],[],[],https://pbs.twimg.com/profile_images/1944213475859083264/War4dxRt_normal.jpg,https://x.com/Riska17/status/1924113450630013233,tweet_id:1924113450630013233
AFX,@alitpterus,2025-05-17T02:14:15.000Z,True,"Biaya hidup mahal Banyak anak muda kesulitan beli rumah, bayar sewa, bahkan sekadar hidup layak. Akhirnya menunda pernikahan, fokus ke karier dulu.

Sudah nikah pun... Takut punya anak.
Banyak juga yang memilih childfree.",0,0,0,213,[],[],"['\\u27a1\\ufe0f', '\\u27a1\\ufe0f', '\\u27a1\\ufe0f']",https://pbs.twimg.com/profile_images/1912735862137430016/bsOSaak__normal.jpg,https://x.com/alitpterus/status/1923562677756100812,tweet_id:1923562677756100812
ketombe kering dan gatal,@ztrkyre,2025-05-11T12:17:58.000Z,False,"Kak mjb, no salty, aku cewe dan aku mikir kita hidup sebagai wanita tuh kalo nikah—berasa dibeli.. entahlah.. murah atau mahal (maharnya), aku merasanya kita emang dibeli dg seumur hidup, yg gatau jaminan ke depannya kita nanti bagaimana. Plz takut bgt menikah",0,0,0,1.7K,[],[],['\\U0001f623'],https://pbs.twimg.com/profile_images/1742503430156079105/iApDQv_D_normal.jpg,https://x.com/ztrkyre/status/1921540282836722020,tweet_id:1921540282836722020
ayy??,@whytff_,2025-05-10T02:32:54.000Z,False,"EH... Keren juga ni solusi, cocok buat yang hamil diluar nikah, gamau nikah, mau aborsi mahal, beli Cytotec juga mahal + takut... hmmm menarik",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1791814108939190273/wjBQZM83_normal.jpg,https://x.com/whytff_/status/1921030659465777239,tweet_id:1921030659465777239
HY.,@hyeyozn,2025-05-09T13:25:03.000Z,False,Astagfirullah wonwoo islam... Eh bener. Kata ustadzku juga gitu tau waktu itu harus tetep posthink... YA JANGAN BELI YG MAHAL. PERMEN DAPET KOK APA ES CEKEK. Asiknyaa ditonton! EHHH JANGAN NIKAH DULU YAA TAKUT BANGET NTAR DIHUJAT KNETZ ,0,0,0,52,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1943895275422068736/EPA3KFzn_normal.jpg,https://x.com/hyeyozn/status/1920832390630400185,tweet_id:1920832390630400185
a,@caramelvanilaaa,2025-05-04T00:50:53.000Z,False,"Kalo lagi bahas nikah diusia matang, dia bilang “jangan tua2 kalo nikah, gausah takut susah, nikah membuka rezeki” 

Meanwhile, kerjaan lakinya gajelas, dia minjem duit sana sini, anak ga keurus, makanan anaknya asal2nya, biaya sekolah udah mahal. Kebayang ga siapa yg jadi korban",0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/1934607897906102272/IluugYSz_normal.jpg,https://x.com/caramelvanilaaa/status/1918830656236241407,tweet_id:1918830656236241407
,@naruhach,2025-05-01T23:21:49.000Z,False,"iyain aja kak laki2 modelan begitu
antara udh punya WIL atau emg gamau tanggungjawab ngasuh anak aja
kalo emg punya gangguan, takut anaknya kena skizo jg, harusnya gausah bikin anak dr awal, gausah nikah malah
sinting emang

jangan lupa minta biaya perawatan anak yg mahal",0,0,0,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1928044020326125568/q_bz1UJN_normal.jpg,https://x.com/naruhach/status/1918083465708490765,tweet_id:1918083465708490765
FINIX NUBDAO,@swabykers,2025-05-01T15:28:35.000Z,False,Sumpah sea ni mahal bgt sampe jimmy ngode keras bener knp takut di lamar auto nikah kah dek ,0,0,0,497,[],[],"['\\U0001f62d', '\\U0001f4a5', '\\U0001f912', '\\U0001f423']",https://pbs.twimg.com/profile_images/1917946868451151872/jrlORoWr_normal.jpg,https://x.com/swabykers/status/1917964374968508748,tweet_id:1917964374968508748
Rian,@queerblacksmith,2025-04-25T01:46:35.000Z,False,Takut gaada yang bisa dibabuin kaka... kalau nanti gaada yang beresin rumah sendiri gimana  kalau pake PRT mahal dan kami tidak sanggup membayarnya. Kalau nikahin istri gratis semuanya diurusin sama dia  makanya kita takut kalau mereka gamau nikah sama kita,0,0,0,14K,[],[],"['\\U0001f97a', '\\U0001f97a']",https://pbs.twimg.com/profile_images/1910003696932687872/ZFlLzv-r_normal.jpg,https://x.com/queerblacksmith/status/1915583182046421415,tweet_id:1915583182046421415
Valravn,@indragunawanv,2025-04-24T17:29:16.000Z,False,"perasaan berubah dikit = lu dah ga cinta ma gw yah?
perasaan ga berubah samsek = lu lagi nipu ya?
ngedate murah = mokondo.
ngedate mahal = ga ada tabungan.
niat nikah = takut nanti cerai.
ga niat nikah = lu bercanda ama gw ya?

dah ga tau lagi deh gw, sakit ini masyarakat",0,0,0,484,[],[],['\\U0001f920'],https://pbs.twimg.com/profile_images/1925517622772432897/hOtoh5Bt_normal.jpg,https://x.com/indragunawanv/status/1915458030013206995,tweet_id:1915458030013206995
lelelus,@menangkopi,2025-04-23T04:28:28.000Z,False,"ortu gua mah kalo anak ga nikah itu lebih concern nanti anaknya takut sendirian. panti jompo itu mahal dan negara ini otaknya belum sampe ke ngomongin kesejahteraan lansia jadi punya pasangan itu privilege. mungkin ortu lu juga begitu, positif aja berpikirnya",0,0,0,2.7K,[],[],[],https://pbs.twimg.com/profile_images/1690243305685303296/qznPMdnq_normal.jpg,https://x.com/menangkopi/status/1914899146668163576,tweet_id:1914899146668163576
NAA,@ainajeffry_,2025-04-22T17:56:34.000Z,False,"Yes, mahal. Even during nikah last time my mom suruh I pakai but I choose not to sebab tahu mahal, I takut hahaha. It was pass on generation to generation. My family one is red + gold",0,0,0,181,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1449354779482755074/LA0uhKXm_normal.jpg,https://x.com/ainajeffry_/status/1914740123255890013,tweet_id:1914740123255890013
meowdy,@summervoyez,2025-04-22T09:47:27.000Z,False,"pen kerja ga kuat drama kerja dgn gaji umr, kerja ke luar negeri takut diculik ke kamboja, mo nikah trust issues sm cowo boti, sedangkan apa2 pada mahal bjirrr, anomali apa aku iniiidah paling bener velocity sambil ngopi aja",0,0,0,103,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1933794218386075649/Gmw9LUZF_normal.jpg,https://x.com/summervoyez/status/1914617034853507089,tweet_id:1914617034853507089
Mohamat Mutajir,@mutajir_mohamat,2025-04-20T16:48:42.000Z,False,"Nikah gampang dan murah.. 
Harap dicatat ini, kebanyakan orang Indonesia mempersulitnya, musti kasih mahar pesta dan mas kawin yg luar biasa mahal bikin orang takut menikah.. 
Fakta di lapangan..",0,0,0,218,[],[],[],https://pbs.twimg.com/profile_images/1057435361536692225/hrkTwf42_normal.jpg,https://x.com/mutajir_mohamat/status/1913998267836403855,tweet_id:1913998267836403855
sekotak mochi,@savitavius,2025-04-17T10:55:07.000Z,False,"Mending pindah klo ada duitny… cerita dikit gue jg pernah ngekos 400rb di kota bekasi lokasi deket bgt dr tempat kerja, 2 lantai tp di lt 1 cuman gue… lantai atas ada 2 org kyknya, lampu lorong, dapur & KM remang2, tp aku lebih takut sm kosan mahal, jadi gas aja sampe nikah",0,0,0,568,[],[],[],https://pbs.twimg.com/profile_images/1848929425116807168/0iOF984O_normal.jpg,https://x.com/savitavius/status/1912822121870639491,tweet_id:1912822121870639491
Ibu Ibu Biasa,@ninitharwedi,2025-04-06T21:39:44.000Z,False,"Ya Allah aku baru tau, dulu sebelum nikah ada keluarga yg nanyain ke suamiku ""yakin kowe mbojo wong pati?""Takut diminta seserahan mobil,motor paling mahal atau sapi beberapa ekor. karena banyak berita beredar begitu ",0,0,0,80,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1715598522056417280/2azUlCOr_normal.jpg,https://x.com/ninitharwedi/status/1908998079174570176,tweet_id:1908998079174570176
ベァ,@lightfurey,2025-04-01T23:57:33.000Z,True,"Temen gw bentar lg mau nikah, hampir mau keceplosan “gausah buru2 punya anak in this economy” tapii gajadi, takut jadi kaya ngatur amaattt tapiii aduhhh punya anak emang mahal bgt",0,0,0,142,[],[],"['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1662368290549960704/R0URqyvX_normal.jpg,https://x.com/lightfurey/status/1907220821799776406,tweet_id:1907220821799776406
Sach / サージ,@semestakatarsis,2025-03-30T16:17:03.000Z,False,"Beberapa jawaban untuk pertanyaan seputar ""kapan nikah"":

- Kalo apa-apa udah ga mahal, Tante/Om, hehe (jangan lupa nyengir)
- Rencananya nanti umur 30-an sih, Tan/Om, biar kayak orang2 negara maju :)
- Ga buru-buru, Tan/Om, takut buru-buru cerai jg nantinya hehe (nyengir jg)",0,0,0,43,[],[],[],https://pbs.twimg.com/profile_images/1501394560622428161/48xjaS5g_normal.jpg,https://x.com/semestakatarsis/status/1906380160472944879,tweet_id:1906380160472944879
fiti,@notyoursvnshine,2025-03-24T21:39:13.000Z,False,"Aku overthinking banget soal seserahan nikah, takut di julidin kalo mahal/murah",0,0,0,45,[],[],"['\\U0001f972', '\\U0001f972']",https://pbs.twimg.com/profile_images/1870555654018265088/ZfNH4NWj_normal.jpg,https://x.com/notyoursvnshine/status/1904286906525098221,tweet_id:1904286906525098221
La,@hanisacellent,2025-03-23T15:46:51.000Z,False,"Kukira dia peduli gitukan, tapi ketika kujelaskan aku pengen menikmati kehidupan selama masa lajang ini loh kok malah dibilang takut nikah. Kubilang aku ga takut, aku cuma banyak pertimbangan apalagi dijaman yang apa2 mahal ini. 

Dirimu pula yang udah 30 an itu, takut kah?",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1940600632898928640/6Ch7BtZF_normal.jpg,https://x.com/hanisacellent/status/1903835844022321463,tweet_id:1903835844022321463
^°|°^,@laeilaee,2025-03-13T10:48:22.000Z,False,"Cewe2 disini emang pada takut nikah, biaya hidup mahal, pd milih kerja keras pas tua tinggal ambil caregiver buat jagain mereka",0,0,0,31,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1644517675861962753/gFuioryL_normal.jpg,https://x.com/laeilaee/status/1900136851001782295,tweet_id:1900136851001782295
ilham regu mawar,@llamas_tears,2025-03-10T06:12:09.000Z,False,"Orang2 yg takut nikah bukan brarti normalisasiin perzinaan jir, in this era & economy semuanya serba mahal, pasti mikir lah orang dgn gaji pas2an kedepannya mau gimana, lagian hukum nikah tuh bisa wajib, sunnah, makruh, & haram tergantung kondisi orangnya. Ish emosi ak bacanya https://x.com/banafcha/statu/banafcha/status/1898710849298260431…",0,0,0,107,[],[],[],https://pbs.twimg.com/profile_images/1764517955382173696/m_rB4rdq_normal.jpg,https://x.com/llamas_tears/status/1898980173707620561,tweet_id:1898980173707620561
,@cinnamoroel,2025-03-10T04:27:16.000Z,False,"Emang yang melakukan zina itu orangnya sama dengan yang takut menikah? Buka mata ga sih dengan keadaan sekarang ini? Gaji pas-pasan nikah tuh nanti hidup sehari-harinya darimana? Ngutang? Belum lagi kalau mau punya anak, susu bocil itu mahal loh bisa ratusan ribu https://x.com/banafcha/statu/banafcha/status/1898710849298260431…",0,0,0,629,[],[],[],https://pbs.twimg.com/profile_images/1860525552484122628/nHv9F1P9_normal.jpg,https://x.com/cinnamoroel/status/1898953780580041005,tweet_id:1898953780580041005
Mo~,@endah_asmo,2025-03-10T00:34:26.000Z,False,"Iyaa ka, kan udah banyak yg bahas klo aslinya cowo korsel tuh cuek, patriarki, mertua dr suami jg byk yg galak, nah di drakor tuh kayak dicontohin gmn sikap yg seharusnya. Pemuda korsel jg byk yg takut nikah krn biaya rumah & pendidikan disana mahal bgt",0,0,0,54,[],[],[],https://pbs.twimg.com/profile_images/1207261903770177537/0dWb49eP_normal.jpg,https://x.com/endah_asmo/status/1898895184060104912,tweet_id:1898895184060104912
,@ayamcrustycrab,2025-03-09T12:58:56.000Z,False,"Sebenernya yang kutangkap bukan gak mau menikahnya nder, tapi lebih ke takut nikah sama org yg salah. Dan skrg tuh semua2 serba mahal, gaji umr untuk sendiri aja udh pas pas-an banget aplg kalau ngekost/ngontrak, gimana utk berdua? Belum lagi kalau punya anak.",0,0,0,11K,[],[],[],https://pbs.twimg.com/profile_images/1226538684796637186/Kf0Hfgjq_normal.jpg,https://x.com/ayamcrustycrab/status/1898720155582316868,tweet_id:1898720155582316868
badut12,@diriku____,2025-03-04T03:54:20.000Z,False,Semua kenapa mahal bgt dah buset takut nikah dah gmn ngatur duitnya,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1729849462179409920/bemL6jZT_normal.jpg,https://x.com/diriku____/status/1896771163088695803,tweet_id:1896771163088695803
f,@gurlbeready,2025-02-26T22:52:18.000Z,False,"Padahal pil diane itu mahal. Rencana mau pake ini buat kb setelah nikah. Ternyata sama aja. Mamaku juga kena breast cancer karna pake pil kb, jadi takut",0,0,0,129,[],[],[],https://pbs.twimg.com/profile_images/1733770482745548800/CCupHFlm_normal.jpg,https://x.com/gurlbeready/status/1894883216412319957,tweet_id:1894883216412319957
Ryu,@ryu_tkt,2025-02-24T13:22:17.000Z,False,"oalaa penyebabnya lbh parah yaa, ku kira karena biaya hidup mahal doang makanya pda takut nikah&punya anakkk",0,0,0,569,[],[],[],https://pbs.twimg.com/profile_images/1851975238516641794/0MoN80iR_normal.jpg,https://x.com/ryu_tkt/status/1894014989121306922,tweet_id:1894014989121306922
Fud,@TahananAzkabn,2025-02-21T08:19:06.000Z,False,"Gatau kak, aku juga bingung kerja 2 tahun larinya kemane ini. Pengem nyicil tp second aja cicilannya lumayan, jd mikir 2x belom lg takut ga kebayar karna kerjaan belom netap. Belom lg umur udah 27 mau nyicil rumah tl mahal juga, belom lg persiapan nikah aarrghhjhhdjejwismkw",0,0,0,3.3K,[],[],[],https://pbs.twimg.com/profile_images/1794138926795632640/8qV8UshL_normal.jpg,https://x.com/TahananAzkabn/status/1892851529759281296,tweet_id:1892851529759281296
alice.,@purlskybae,2025-02-13T14:11:24.000Z,False,"ketawa dikit nenek gue pergi ke orang pinter, bayar mahal, belum ongkos demi ngobatin gue karena gue gak nikah-nikah katanya takut ada yg nempel di bada gue wkwk",0,0,0,46,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1943137214403129345/77Hq7iQ0_normal.jpg,https://x.com/purlskybae/status/1890041084019085571,tweet_id:1890041084019085571
ceieieiel,@berriesoncake,2025-02-13T09:13:32.000Z,False,"orang pada pusing amat mau nikah takut biaya mahal, padahal bs aja gausah pesta megah-megah, kan yg penting sah? mending duitnya buat dp rumah ",0,0,0,71,[],[],['\\U0001f970'],https://pbs.twimg.com/profile_images/1781521327553380352/M0nJLA3O_normal.jpg,https://x.com/berriesoncake/status/1889966122302341435,tweet_id:1889966122302341435
MOJOKERTO FESS,@mjktfess,2025-02-12T03:50:05.000Z,False,"-rek kalian ada saran MUA ta? aku mau nikah tp acaranya akad intimate (sodara2) thok trs makan-makan sm keluarga 4 jam an gt, takut ketemu MUA yg langsung dihajar harga mahal buat akad ",0,0,0,1.2K,[],[],['\\U0001f614'],https://pbs.twimg.com/profile_images/1832877741089460224/F6Bc27Ys_normal.jpg,https://x.com/mjktfess/status/1889522338808332410,tweet_id:1889522338808332410
Tolee,@ToleeMztolee,2025-02-11T06:26:09.000Z,False,"kebelet ngewek halal,tp ekonimo belum mampu ujung ujung nya anak jd korban  itu jaman dl klaau jaman sekarang KUA sepi karena mental anak jaman sekarang takut nikah apa apa mahal",0,0,0,15,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1722395943377719296/qEOsbNeV_normal.jpg,https://x.com/ToleeMztolee/status/1889199226439311828,tweet_id:1889199226439311828
Vell 𓍼ོ,@fckubitcch,2025-02-10T09:47:50.000Z,False,"ada, tapi mereka mahal, mereka ga takut telat nikah. mereka juga punya selera, mau punya cewe mahal dan bervalue, makanya buat diri kita bervalue pelan” lingkungan kita ke saring jadi orang” bervalue semua.",0,0,0,122,[],[],[],https://pbs.twimg.com/profile_images/1940727711699554305/OuT4svNF_normal.jpg,https://x.com/fckubitcch/status/1888887593913172358,tweet_id:1888887593913172358
royyana MY',@royyana1304971,2025-02-09T08:41:08.000Z,False,"Bjir... padahal aku tuh gapapa nikah di KUA. Tapi kek sedihnya takut diremehkan sama orang yang pola pikirnya jelek

Maksudku ketemu cowok yang kek bayi. Dikasih nikah di KUA akhirnya anggap aku babu. Nikah mahal dikit terus ngungkit-ngungkit sampai kiamat.",0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1903027042847019008/Y9_s_ern_normal.jpg,https://x.com/royyana1304971/status/1888508418669093232,tweet_id:1888508418669093232
Totoro,@alter_mie,2025-02-05T09:10:41.000Z,False,"Suka mikir emang gw kayanya ga cocok tinggal disini, orangnya unfriendly, lahan kerja susah, apa2 mahal, takut buat nikah jadinya, karena apa2 mahal buat ngempanin anak orang",0,0,0,642,[],[],[],https://pbs.twimg.com/profile_images/1943629755896696832/ujmU74nc_normal.jpg,https://x.com/alter_mie/status/1887066304886288648,tweet_id:1887066304886288648
phi,@skyphiiii,2025-01-27T08:25:20.000Z,False,pengen deh nikah gaperlu mahal kaya gini. tapi impossible buat aku yang orang sunda terkenal dengan orangtua yang gengsinya tinggi kalau gua buat pesta karena takut jadi omongan tetangga. tcih.,0,0,0,81,[],[],[],https://pbs.twimg.com/profile_images/1937379729826545668/ECcWEpjZ_normal.jpg,https://x.com/skyphiiii/status/1883793401973547440,tweet_id:1883793401973547440
nanssssss,@sehunslutt,2025-01-22T13:14:51.000Z,False,"SUMPAH SERU banget anjir benerannnn niat bgt ada rab sm timse schedule di spreadsheet. eh kondangan bnrn kah kita ini, kebayaku udah siap sih kmrn baru jahit hihi BTW MAHAL BGT ya nikah anjritlah ini yg intimate aj segini fagg takut bgt dunia... BTW thanku ka ney udh sgt effort",0,0,0,310,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1854408672748945408/xEay29yo_normal.jpg,https://x.com/sehunslutt/status/1882054322089070597,tweet_id:1882054322089070597
