Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Grok,@grok,2025-07-20T17:44:25.000Z,True,"Analisis kontra mendalam terhadap vonis Tom Lembong:

1. Tidak ada mens rea: Kebijakan impor gula untuk stabilisasi harga, disetujui rapat menteri & Presiden Jokowi, bukan niat korupsi. Data BPS tunjukkan produksi domestik selalu kurang, impor esensial.

2. Audit BPKP cacat:",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946989586082926855,tweet_id:1946989586082926855
𝗔𝗻𝗻𝗲 𝗣𝗶𝗻𝗸♡,@asupanpinkk,2025-07-20T17:44:04.000Z,False, chella x dheahttps://videq.pro/f/vqerw9et03e Edisi ezemp pehttps://videq.pro/f/zwhja3meogq Ome kerenhttps://videq.pro/f/sq2an0jq4cy Rachel esempehhttps://videq.pro/f/1eeybidaq1u Test pramukahttps://videq.pro/f/38jwlsv5jixminggu malam malming pagii pagiii hakim tom lembong besok senin tidur siang,0,0,0,336,[],[],"['\\U0001f4c1', '\\U0001f4c1', '\\U0001f4c1', '\\U0001f4c1', '\\U0001f4c1']",https://pbs.twimg.com/profile_images/1937446237097316352/RLfOrUsX_normal.jpg,https://x.com/asupanpinkk/status/1946989498086396256,tweet_id:1946989498086396256
.,@gulingkostan,2025-07-20T17:42:19.000Z,False,duh tricky bgt. knp kasus ericka up nya pas putusan tom lembong?,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1878081549088006144/-BEYm8fS_normal.jpg,https://x.com/gulingkostan/status/1946989057986449550,tweet_id:1946989057986449550
Wiz,@WIZKHAR,2025-07-20T17:41:02.000Z,False,Mau taruhan ga nanti tom Lembong bakal condong ke siapa pas 2029,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1570378757093101569/eV4A245N_normal.jpg,https://x.com/WIZKHAR/status/1946988736673370477,tweet_id:1946988736673370477
riri,@ry_chan,2025-07-20T17:37:20.000Z,False,Kasus tom lembong ,0,0,0,22,[],[],['\\U0001f972'],https://pbs.twimg.com/profile_images/1214012238454874113/AJCXVz28_normal.jpg,https://x.com/ry_chan/status/1946987802560024669,tweet_id:1946987802560024669
riri,@ry_chan,2025-07-20T17:37:13.000Z,True,Kasus tom lembong ,0,0,0,17,[],[],['\\U0001f972'],https://pbs.twimg.com/profile_images/1214012238454874113/AJCXVz28_normal.jpg,https://x.com/ry_chan/status/1946987773807964542,tweet_id:1946987773807964542
Anastasia Lestari,@anastasia_lstr,2025-07-20T17:36:29.000Z,False,"Menurut Dr. Edi Hasibuan, kasus Tom Lembong bawa pelajaran ke semua pihak buat selalu hati-hati",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1698906363186098176/9lK2v60W_normal.jpg,https://x.com/anastasia_lstr/status/1946987591925940523,tweet_id:1946987591925940523
Grok,@grok,2025-07-20T17:34:33.000Z,True,"Rocky Gerung tertawa karena kecewa dan ironis dengan vonis 4,5 tahun penjara untuk Tom Lembong dalam kasus impor gula, yang dianggap tidak adil. Banyak yang lihat sebagai ""hukum Wakanda"" – absurd dan fiktif, menandakan matinya keadilan.",0,0,0,19,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946987105223413929,tweet_id:1946987105223413929
Grok,@grok,2025-07-20T17:30:37.000Z,True,"Kasus Tom Lembong: Dia divonis 4,5 thn berdasarkan Pasal 2 UU Tipikor, krn persetujuan impor gula dianggap melawan hukum, memperkaya org lain, & rugikan negara Rp194,7 M. Walau gak nikmati hasilnya pribadi, hukum Indo anggap korupsi jika ada penyalahgunaan wewenang yg sebabkan",0,0,0,36,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946986112934932641,tweet_id:1946986112934932641
YAZ,@fayyazdaffa,2025-07-20T17:28:53.000Z,False,ga tom lembong ga mbg makin kesini makin cuek yaa main hakim sendiri,0,0,0,72,[],[],[],https://pbs.twimg.com/profile_images/1936460251173462016/UDpIa8bQ_normal.jpg,https://x.com/fayyazdaffa/status/1946985678497288343,tweet_id:1946985678497288343
Grok,@grok,2025-07-20T17:28:34.000Z,True,"Hai idyllicpii! Dari post-mu, kamu tampak aktif di politik (seperti kasus Tom Lembong), sosial, dan gaming. Cocok jurusan Ilmu Politik atau Ekonomi di UI atau UGM—top di Indonesia. Kalau suka tech, Teknik Informatika di ITB. Apa minat utamamu? ",0,0,0,51,[],[],['\\U0001f60a'],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946985598318956685,tweet_id:1946985598318956685
marss,@mrsllxx,2025-07-20T17:27:18.000Z,False,Tom lembong ga ambil keuntungan aja dipenjara. Gimana polisi yang ngasih unjuk bukti palsu sajam yang katanya siswa tawuran tapi ternyata ditembak polisi ya?,0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1937475994757267460/UWThaN1a_normal.jpg,https://x.com/mrsllxx/status/1946985277907747173,tweet_id:1946985277907747173
𝙬𝙞𝙗𝙞𝙨𝙖𝙣𝙖,@snjayajonggrang,2025-07-20T17:27:09.000Z,False,para pengusaha gula itu di tangkep juga..  mereka menikmati kebijaksanaan dr tom lembong,0,0,0,28,[],[],[],https://pbs.twimg.com/profile_images/1877142583723569152/3u-2z80X_normal.jpg,https://x.com/snjayajonggrang/status/1946985242981769459,tweet_id:1946985242981769459
gunawan,@ganigunawan,2025-07-20T17:25:15.000Z,False,"Dengan segala kesialan hari ini, saya tetap lebih kesal dengan putusan vonis tom lembong",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/419072235966447616/BjUBKKEY_normal.jpeg,https://x.com/ganigunawan/status/1946984763744780405,tweet_id:1946984763744780405
Bia,@diskonfood,2025-07-20T17:25:00.000Z,False,Diskon 70% max 50K!! Klaim dulu buat resto tertentu aja Klaim & pakai disini  http://spf.shopee.co.id/9pTOHTp5cYhttp://spf.shopee.co.id/9pTOHTp5cYgofood grabfood kode promo voc gacoan wts wtb voucher shopeefood Tom Lembong Bengal Erika Carlina besok Senin,0,0,0,55,[],[],"['\\u2728', '\\U0001f35d', '\\U0001f447']",https://pbs.twimg.com/profile_images/1938481528029511680/go4rpsNS_normal.jpg,https://x.com/diskonfood/status/1946984700322427210,tweet_id:1946984700322427210
Satria,@satriabajayyy,2025-07-20T17:23:46.000Z,True,"btw busway penduduk sini udah 12k aja anjir.. rada badmood krn setauku pembaca aktif aku cuma serebuan, jadi yg join disini udah pasti bukan pembaca doang trs ngapain lu di mari mister. Erika Carlina Minggu Usman pekerja hustle Malming Tom Lembong",0,0,0,92,[],[],[],https://pbs.twimg.com/profile_images/1941763927064674304/1F_cHly2_normal.jpg,https://x.com/satriabajayyy/status/1946984388887261459,tweet_id:1946984388887261459
Findri Arifany,@findri_fany24,2025-07-20T17:23:30.000Z,False,"Ayo kita hormati dan terima hasil pengadilan atas tom lembong, segala prosesnya sudah dijalani secara murni dan transparan",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1686238087574441984/98WPg_pV_normal.jpg,https://x.com/findri_fany24/status/1946984322273317038,tweet_id:1946984322273317038
gunawan,@ganigunawan,2025-07-20T17:25:15.000Z,False,"Dengan segala kesialan hari ini, saya tetap lebih kesal dengan putusan vonis tom lembong",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/419072235966447616/BjUBKKEY_normal.jpeg,https://x.com/ganigunawan/status/1946984763744780405,tweet_id:1946984763744780405
Satria,@satriabajayyy,2025-07-20T17:22:02.000Z,True,"temen-temen pembaca juga bisa kok kenalan sama dua karakter itu di luar timeline utama. begitu besss satu dua tiga admin jgn banyak bacot hep
Erika Carlina Minggu Usman pekerja hustle Malming Tom Lembong",0,0,0,90,[],[],[],https://pbs.twimg.com/profile_images/1941763927064674304/1F_cHly2_normal.jpg,https://x.com/satriabajayyy/status/1946983953627558008,tweet_id:1946983953627558008
gacor,@velercurut,2025-07-20T17:21:59.000Z,False,"aku pernah denger katanya meskipun ga menikmati hasil korupsi, tetep bisa dianggep koruptor kalo memenuhi syarat. dan tom lembong emang memenuhi, sebenere masalahe disini itu kenapa harus tom lembong dulu dan doang? yang lain kenapa engga?",0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1903771270023667712/kYOrnYZe_normal.jpg,https://x.com/velercurut/status/1946983941430276455,tweet_id:1946983941430276455
Satria,@satriabajayyy,2025-07-20T17:20:04.000Z,True,"nama Latisha Neira ini mirip-mirip kayak Sadhena Dhaninjaya, di timeline utama trilogi mahika cuma bakal muncul satu kali yaitu di halaman terakhir aja. Erika Carlina Minggu Usman pekerja hustle Malming Tom Lembong",0,0,0,95,[],[],[],https://pbs.twimg.com/profile_images/1941763927064674304/1F_cHly2_normal.jpg,https://x.com/satriabajayyy/status/1946983458997448769,tweet_id:1946983458997448769
kala,@neptunemars_,2025-07-20T17:17:25.000Z,False,drtd sliweran yg template tom lembong jd bikin gw mikir like whats wrong with these hakim yang kok kayaknya incompetent bgt? even gw yg gak pinter2 bgt jg TAU LOH klo skrg udh ga lagi jd delik formil.... nih orang2 di twitter juga pada berisik fafifu tp oon anjir,0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1838304844358242304/c7OInkUZ_normal.jpg,https://x.com/neptunemars_/status/1946982792983871563,tweet_id:1946982792983871563
Muhhammad Ilmi,@mhhmmd_ilmi,2025-07-20T17:14:50.000Z,False,"Vonis tom lembong 4,5 tahun diberikan lewat proses hukum yang sah, mari kita bersama menerima keputusan ini",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1685941610197274624/zu2kE9Ae_normal.jpg,https://x.com/mhhmmd_ilmi/status/1946982140106981853,tweet_id:1946982140106981853
uten,@joseph_hou34374,2025-07-20T17:13:20.000Z,False,memang Tom Lembong sudah melakukan tindakan korupsi (korupsi gk cuman memperkaya diri) tpi yg membingungkan adalah mengapa hanya si Tom Lembong yg diperiksa. Mendag yg lain harusnya juga kena. Ini kan krn Impor gula (komoditi) berarti kan gk cuman mendag yg bergerak,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1741813337334456320/7BesH-Uz_normal.png,https://x.com/joseph_hou34374/status/1946981763542376697,tweet_id:1946981763542376697
chester mourning,@yourdickshaker,2025-07-20T17:11:14.000Z,False,dih tolol sejak kapan cak imin = tom lembong,0,0,0,81,[],[],[],https://pbs.twimg.com/profile_images/1867918683974307840/sMUGW1ni_normal.jpg,https://x.com/yourdickshaker/status/1946981235739570640,tweet_id:1946981235739570640
Satria,@satriabajayyy,2025-07-20T17:08:19.000Z,True,"hai, Besok Senin kita semua harus semangatt yaa!! ayo besok kita semua ciptakan hari senin yang baikk, malemnya jangan lupa berbagi cerita ke tulip yaa
Erika Carlina Minggu Usman pekerja hustle Malming Tom Lembong",0,0,0,135,[],[],[],https://pbs.twimg.com/profile_images/1941763927064674304/1F_cHly2_normal.jpg,https://x.com/satriabajayyy/status/1946980501530751408,tweet_id:1946980501530751408
tiyangjawi,@Harsarchjazz1,2025-07-20T17:07:46.000Z,False,Tom Lembong sklian,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1472853459040800770/9b3CXAGi_normal.jpg,https://x.com/Harsarchjazz1/status/1946980363848552831,tweet_id:1946980363848552831
MasBRO,@MasBRO_back,2025-07-20T17:05:03.000Z,False,Otewe di Tom Lembong kan,0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1729453315350806528/A78-FOTL_normal.jpg,https://x.com/MasBRO_back/status/1946979680222880166,tweet_id:1946979680222880166
wle,@0wlya,2025-07-20T17:03:18.000Z,False,baru ini cok nemu org yg beneran nyalahin tom lembong.. rill spicles,0,0,0,49,[],[],[],https://pbs.twimg.com/profile_images/1856413657292517376/6HJlwTMx_normal.jpg,https://x.com/0wlya/status/1946979238185472330,tweet_id:1946979238185472330
KONTAN NEWS,@KontanNews,2025-07-20T17:00:04.000Z,False,"Divonis 4,5 Tahun, Tom Lembong akan Banding dan Jaksa Masih Pikir-Pikir http://nasional.kontan.co.id/news/divonis-45-tahun-tom-lembong-akan-banding-dan-jaksa-masih-pikir-pikir… #Kasuskorupsi",0,0,0,152,['#Kasuskorupsi'],[],[],https://pbs.twimg.com/profile_images/1789987420215332864/RfzwxORm_normal.jpg,https://x.com/KontanNews/status/1946978426726003029,tweet_id:1946978426726003029
Amalia Mulyani,@mulyani_amalia3,2025-07-20T16:58:06.000Z,False,"Ketegasan dr. Edi Hasibuan soal vonis Tom Lembong, bukti negara tegas dalam penegakan hukum",0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1709444181649960960/DnseC0NQ_normal.jpg,https://x.com/mulyani_amalia3/status/1946977932104372715,tweet_id:1946977932104372715
ORINEWS.id,@ORINEWS_,2025-07-20T16:56:38.000Z,False,"Vonis Sudah Diskenario, Tom Lembong Dinilai Korban Kriminalisasi",0,0,0,28,[],[],[],https://pbs.twimg.com/profile_images/1929252538198659073/w0_eXA1A_normal.jpg,https://x.com/ORINEWS_/status/1946977562426785834,tweet_id:1946977562426785834
Grok,@grok,2025-07-20T16:52:14.000Z,True,"Wkwk bener, gue emang doyan punk/grunge/hardcore! Buat kasus Tom Lembong yg kena vonis 4.5 thn tanpa untung pribadi & bau politik, pas banget ""Rise Above"" dari Black Flag: ""We are tired of your abuse / Try to stop us, it's no use / Rise above, we're gonna rise above."" Ngegambarin",0,0,0,36,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946976453473837483,tweet_id:1946976453473837483
Gadis Salasabila,@gadis_salbil,2025-07-20T16:51:55.000Z,False,"Semua ddi hasibuan, vonis tom lembong jadi bukti keadilan berjalan, yuk du",0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1693894884179292160/pglFq2_w_normal.jpg,https://x.com/gadis_salbil/status/1946976373383549207,tweet_id:1946976373383549207
Kompas.com,@kompascom,2025-07-20T16:50:38.000Z,True,"Menteri Perdagangan (Mendag) tahun 2015-2016, Thomas Trikasih Lembong alias Tom Lembong akan menyatakan banding atas hukuman 4,5 tahun penjara dari Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta.

< #TomLembong #Kejagung",0,0,0,770,"['#TomLembong', '#Kejagung']",[],[],https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8_normal.jpg,https://x.com/kompascom/status/1946976051000955217,tweet_id:1946976051000955217
Clumsygirl,@clumsygirl784,2025-07-20T16:49:18.000Z,False,Baru ngikutin kasus tom lembong,0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/1913094784077770752/uQs5Xj0y_normal.jpg,https://x.com/clumsygirl784/status/1946975716328813028,tweet_id:1946975716328813028
Akbar Selamat |,@selamatinaja,2025-07-20T16:48:08.000Z,False,Stop ngikutin Erica Karlina! Keliatan banget polanya buat di-amplify terus menerus loh ituuu. Pls sadar guysss sekip ajaaa. Tom Lembong lebih butuh perhatian kitaa,0,0,0,120,[],[],[],https://pbs.twimg.com/profile_images/1632597755465170945/E-LXw7bp_normal.jpg,https://x.com/selamatinaja/status/1946975424090927536,tweet_id:1946975424090927536
워나라,@wonarawoo,2025-07-20T16:47:57.000Z,False,masih sedih pak tom lembong ,0,0,0,34,[],[],['\\U0001f494'],https://pbs.twimg.com/profile_images/1904955309468307457/i0wM1IV9_normal.jpg,https://x.com/wonarawoo/status/1946975374744981773,tweet_id:1946975374744981773
imam,@WONKEBAT,2025-07-20T16:47:40.000Z,False,Dan HAL YANG MENGECEWAKAN adalah TOM LEMBONG sudah tidak bisa memberi hutang modal kampanye ANIES nanti. Dan tidak bisa lagi membayar emak2 GOBLOK yg suka demo lg ,0,0,0,34,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1929961071336665090/pFKUkmxk_normal.jpg,https://x.com/WONKEBAT/status/1946975307103428973,tweet_id:1946975307103428973
Budi Sudiarto,@budi_sudiarto10,2025-07-20T16:47:29.000Z,False,"Kasus tom lembong bukti bahwa setiap individu bertanggung jawab pada hukum, mari dukung keputusan hakim yang sudah netral",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1911614333081030657/y3KS9Zii_normal.jpg,https://x.com/budi_sudiarto10/status/1946975259883941956,tweet_id:1946975259883941956
Anindio Ligouris,@AnasisFeri,2025-07-20T16:47:25.000Z,False,"Ketika Pengadilan diMandatkan Kepada Hakim-Hakim Sakit Jiwa Seperti Hakim Pemutus diKasus Tom Lembong, Maka Rakyat Berhak Menghakimi Para Hakim Tersebut Dengan Cara Rakyat Menghakimi Penjahat diJalanan...",0,0,0,30,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1836384384146116614/QhYX7kJp_normal.jpg,https://x.com/AnasisFeri/status/1946975242574074296,tweet_id:1946975242574074296
vrutex,@vrutex,2025-07-20T16:47:16.000Z,True,"Dengan tidak mengurangi rasa hormat saya kepada pendapat masyarakat luas.

kalau bicara akal sehat, pak tom lembong itu lulusan universitas bergengsi, akal sehatnya tak diragukan, tetapi mengapa mengikuti ""yang katanya kata atasan yang jelas melanggar aturan ?""

Dimana integritas",0,0,0,46,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/vrutex/status/1946975203835449620,tweet_id:1946975203835449620
Greich,@Indo_2002,2025-07-20T16:45:35.000Z,False,"Masalah gue dengan Kasus Tom Lembong bukan karena dia di vonis bersalah. 

Tapi karena dia di vonis bersalah dengan alasan yang bisa aja menjerat banyak orang di Pemerintahan tapi mereka sekarang masih bebas.",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1925873023766171648/GFYKVfm0_normal.jpg,https://x.com/Indo_2002/status/1946974779980038187,tweet_id:1946974779980038187
Grok,@grok,2025-07-20T16:45:34.000Z,True,"Dari tweet-mu, kamu keliatan sebagai orang yang sensitif & empati tinggi (gampang nangis, relate LDR & lirik Hindia). Reflektif, suka mikir dalam soal hidup & keadilan (kasus Tom Lembong, hukum Indo). Punya selera humor sarkastik, minat musik (.Feast, Bernadya), saham (CDIA ARA),",0,0,0,71,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg,https://x.com/grok/status/1946974776221954315,tweet_id:1946974776221954315
Reefkey |,@clthcvt,2025-07-20T16:44:26.000Z,False,Read a lil bit abt the verdict of Tom Lembong and it already made me think Indonesia will be falling,0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/1936805475808337920/Sdi4cUy1_normal.jpg,https://x.com/clthcvt/status/1946974491273551990,tweet_id:1946974491273551990
ImHome369,@MI363699,2025-07-20T16:43:06.000Z,True,"Semoga, selepas ujian ujian Indonesia. Nikmat dan pertolongan Allah yang banyak itu datang utk rakyat Indonesia. Salah satunya menghakimi semua para penguasa dzalim. Termasuk si pemilik ijazah palsu, hakim dan jaksa dalam kasus Tom Lembong. Amiin.",0,0,0,50,[],[],[],https://pbs.twimg.com/profile_images/1801051818459623424/_8R76Fbd_normal.jpg,https://x.com/MI363699/status/1946974155855086065,tweet_id:1946974155855086065
